,Feature,Value
1583,Intrinsic component of endosome membrane,0.0
1584,Intrinsic component of external side of cell outer membrane,0.0
1585,Intrinsic component of external side of plasma membrane,0.0
1586,Intrinsic component of Golgi medial cisterna membrane,0.0
1589,Intrinsic component of mitochondrial inner membrane,0.0
1576,Intramolecular phosphotransferase complex,0.0
1527,Interferon regulatory factor 3-interferon regulatory factor 7 c,0.0
1528,Interferon regulatory factor 5 complex,0.0
1529,Interferon regulatory factor 7 complex,0.0
1530,Interferon regulatory factor complex,0.0
1531,interleukin-1 receptor complex,0.0
1532,interleukin-10 receptor complex,0.0
1534,interleukin-12 receptor complex,0.0
1535,interleukin-12-interleukin-12 receptor complex,0.0
1536,interleukin-13 receptor complex,0.0
1537,interleukin-15 receptor complex,0.0
1538,interleukin-18 receptor complex,0.0
1556,Internode region of axon,0.0
1540,interleukin-20 receptor complex,0.0
1542,interleukin-23 receptor complex,0.0
1544,interleukin-28 receptor complex,0.0
1545,interleukin-3 receptor complex,0.0
1547,interleukin-4 receptor complex,0.0
1548,interleukin-5 receptor complex,0.0
1550,interleukin-7 receptor complex,0.0
1551,interleukin-9 receptor complex,0.0
1552,interleukin4-interleukin-4 receptor complex,0.0
1553,Intermediate filament,0.0
1554,Intermediate filament cytoskeleton,0.0
1555,intermediate-density lipoprotein particle,0.0
1539,interleukin-2 receptor complex,0.0
1620,IRE1-RACK1-PP2A complex,0.0
1621,IRE1-TRAF2-ASK1 complex,0.0
1622,Iridosome,0.0
1623,iron-sulfur cluster assembly complex,0.0
1624,iron-sulfur cluster transfer complex,0.0
1625,IscS-IscU complex,0.0
1626,IscS-TusA complex,0.0
1628,Isocitrate dehydrogenase complex (NAD+),0.0
1629,Isw1 complex,0.0
1630,Isw1a complex,0.0
1631,Isw1b complex,0.0
1590,Intrinsic component of mitochondrial membrane,0.0
1633,Junctional membrane complex,0.0
1634,Junctional sarcoplasmic reticulum membrane,0.0
1635,Juxtaparanode region of axon,0.0
1636,Kainate selective glutamate receptor complex,0.0
1637,Karyomere,0.0
1638,Katanin complex,0.0
1639,Kelch-containing formin regulatory complex,0.0
1640,Keratin filament,0.0
1641,Keratohyalin granule,0.0
1642,Kibra-Ex-Mer complex,0.0
1643,KICSTOR complex,0.0
1632,ISWI-type complex,0.0
1591,Intrinsic component of mitochondrial outer membrane,0.0
1592,Intrinsic component of mycolate outer membrane,0.0
1593,Intrinsic component of neuronal dense core vesicle membrane,0.0
1594,Intrinsic component of nuclear inner membrane,0.0
1595,Intrinsic component of nuclear outer membrane,0.0
1596,Intrinsic component of omegasome membrane,0.0
1597,Intrinsic component of organelle membrane,0.0
1598,Intrinsic component of periplasmic side of cell outer membrane,0.0
1599,Intrinsic component of peroxisomal membrane,0.0
1601,Intrinsic component of postsynaptic density membrane,0.0
1602,Intrinsic component of postsynaptic endosome membrane,0.0
1619,Ire1 complex,0.0
1604,Intrinsic component of postsynaptic recycling endosome membrane,0.0
1605,Intrinsic component of postsynaptic specialization membrane,0.0
1606,Intrinsic component of presynaptic active zone membrane,0.0
1607,Intrinsic component of presynaptic membrane,0.0
1608,Intrinsic component of synaptic membrane,0.0
1609,Intrinsic component of synaptic vesicle membrane,0.0
1610,Intrinsic component of the cytoplasmic side of the plasma membr,0.0
1611,Intrinsic component of vacuolar membrane,0.0
1612,Invertasome,0.0
1613,Investment cone,0.0
1617,Ionotropic glutamate receptor complex,0.0
1618,IPAF inflammasome complex,0.0
1603,Intrinsic component of postsynaptic membrane,0.0
1011,"Eukaryotic translation initiation factor 3 complex, eIF3m",0.0
1013,Excinuclease repair complex,0.0
1014,Excitatory neuromuscular junction,0.0
1016,Exine,0.0
1017,Exocyst,0.0
1018,Exocytic vesicle,0.0
1019,Exocytic vesicle membrane,0.0
1020,Exodeoxyribonuclease V complex,0.0
1021,Exodeoxyribonuclease VII complex,0.0
1022,Exomer complex,0.0
1024,exon-exon junction subcomplex mago-y14,0.0
1305,Golgi trans cisterna membrane,0.0
1027,Exosome (RNase complex),0.0
1028,Exosporium,0.0
1030,External side of apical plasma membrane,0.0
1031,External side of cell outer membrane,0.0
1032,External side of cell wall,0.0
1033,External side of plasma membrane,0.0
1034,Extracellular core region of desmosome,0.0
1035,Extracellular exosome,0.0
1036,Extracellular exosome complex,0.0
1037,Extracellular ferritin complex,0.0
1038,Extracellular isoamylase complex,0.0
1025,Exoneme,0.0
984,ERCC4-ERCC1 complex,0.0
985,eRF1 methyltransferase complex,0.0
986,ERMES complex,0.0
987,esBAF complex,0.0
988,ESC/E(Z) complex,0.0
989,ESCRT complex,0.0
990,ESCRT I complex,0.0
991,ESCRT II complex,0.0
992,ESCRT III complex,0.0
993,ESCRT IV complex,0.0
994,ESCRT-0 complex,0.0
1010,"Eukaryotic translation initiation factor 3 complex, eIF3e",0.0
996,Ethanolamine degradation polyhedral organelle,0.0
997,Etioplast,0.0
998,Etioplast envelope,0.0
999,Etioplast membrane,0.0
1000,Etioplast prolamellar body,0.0
1001,Etioplast stroma,0.0
1002,Euchromatin,0.0
1003,Eukaryotic 43S preinitiation complex,0.0
1004,Eukaryotic 48S preinitiation complex,0.0
1005,Eukaryotic 80S initiation complex,0.0
1006,Eukaryotic translation elongation factor 1 complex,0.0
995,Ethanolamine ammonia-lyase complex,0.0
1071,Extrinsic component of postsynaptic endosome membrane,0.0
1072,Extrinsic component of postsynaptic membrane,0.0
1073,Extrinsic component of postsynaptic specialization membrane,0.0
1074,Extrinsic component of presynaptic endocytic zone membrane,0.0
1075,Extrinsic component of presynaptic membrane,0.0
1076,Extrinsic component of synaptic membrane,0.0
1077,Extrinsic component of synaptic vesicle membrane,0.0
1078,Extrinsic component of thylakoid membrane,0.0
1079,Extrinsic component of vacuolar membrane,0.0
1080,Eyespot apparatus,0.0
1081,F bouton,0.0
1040,Extracellular matrix of synaptic cleft,0.0
1083,FACIT collagen trimer,0.0
1084,FACT complex,0.0
1085,FAL1-SGD1 complex,0.0
1086,FANCM-MHF complex,0.0
1087,Fanconi anaemia nuclear complex,0.0
1088,FAR/SIN/STRIPAK complex,0.0
1089,Fascia adherens,0.0
1091,Fatty acid elongase complex,0.0
1092,Fatty acid synthase complex,0.0
1093,fatty-acyl-CoA synthase complex,0.0
1094,Fc receptor complex,0.0
1082,F-actin capping protein complex,0.0
1041,Extracellular membrane-bounded organelle,0.0
1043,Extracellular organelle,0.0
1046,Extracellular vesicle,0.0
1048,Extrachromosomal DNA,0.0
1049,Extrachromosomal rDNA circle,0.0
1050,Extrahaustorial matrix,0.0
1051,Extraorganismal space,0.0
1052,Extrinsic component of autophagosome membrane,0.0
1054,Extrinsic component of dense core granule membrane,0.0
1055,Extrinsic component of endoplasmic reticulum membrane,0.0
1056,Extrinsic component of endosome membrane,0.0
1070,Extrinsic component of postsynaptic early endosome membrane,0.0
1058,Extrinsic component of Golgi membrane,0.0
1059,Extrinsic component of intraperoxisomal membrane,0.0
1060,Extrinsic component of lysosome membrane,0.0
1061,Extrinsic component of membrane,0.0
1062,Extrinsic component of mitochondrial inner membrane,0.0
1063,Extrinsic component of mitochondrial outer membrane,0.0
1064,Extrinsic component of neuronal dense core vesicle membrane,0.0
1065,Extrinsic component of omegasome membrane,0.0
1066,Extrinsic component of organelle membrane,0.0
1067,Extrinsic component of phagophore assembly site membrane,0.0
1068,Extrinsic component of plasma membrane,0.0
1069,Extrinsic component of postsynaptic density membrane,0.0
1057,Extrinsic component of external side of plasma membrane,0.0
905,Egg chorion,0.0
906,Egg coat,0.0
907,eif4e-cup complex,0.0
908,Eisosome,0.0
909,Eisosome filament,0.0
910,EKC/KEOPS complex,0.0
911,Elaioplast,0.0
913,Electron transfer flavoprotein complex,0.0
914,Elg1 RFC-like complex,0.0
915,Elongator holoenzyme complex,0.0
916,Elongin complex,0.0
983,ERBB4:ERBB2 complex,0.0
918,EMILIN complex,0.0
919,EmrE multidrug transporter complex,0.0
920,Endexine,0.0
921,Endocytic patch,0.0
922,Endocytic vesicle,0.0
923,Endocytic vesicle lumen,0.0
924,Endocytic vesicle membrane,0.0
925,Endodeoxyribonuclease complex,0.0
926,Endolysosome,0.0
927,Endolysosome lumen,0.0
928,Endolysosome membrane,0.0
917,EMC complex,0.0
880,Dynactin complex,0.0
881,Dynamic microtubule bundle,0.0
882,Dynein axonemal particle,0.0
883,Dynein complex,0.0
884,Dystrobrevin complex,0.0
885,Dystroglycan complex,0.0
887,E.F.G complex,0.0
888,Early endosome,0.0
889,Early endosome lumen,0.0
890,Early endosome membrane,0.0
891,Early phagosome,0.0
904,EGFR:ERBB2 complex,0.0
893,Early recombination nodule,0.0
894,EARP complex,0.0
895,Ecsit-NDUFAF1 complex,0.0
896,Ectexine,0.0
897,Ectoplasm,0.0
898,EDS1 disease-resistance complex,0.0
899,EFF-1 complex,0.0
900,Efflux pump complex,0.0
901,egasyn-beta-glucuronidase complex,0.0
902,EGFR-Grb2-Sos complex,0.0
903,EGFR-Shc-Grb2-Sos complex,0.0
892,Early phagosome membrane,0.0
959,Endospore core,0.0
960,Endospore cortex,0.0
961,Endospore external encapsulating structure,0.0
962,endospore-forming forespore,0.0
963,Endothelial microparticle,0.0
964,Enhanceosome,0.0
965,eNoSc complex,0.0
966,Ensheathing process,0.0
967,Enterobactin synthetase complex,0.0
968,Enzyme activator complex,0.0
969,Epidermal lamellar body,0.0
929,Endomembrane system,0.0
971,Epididymosome,0.0
973,Equatorial cell cortex,0.0
974,Equatorial microtubule organizing center,0.0
975,ER body,0.0
976,ER membrane insertion complex,0.0
977,ER to Golgi transport vesicle membrane,0.0
978,ER ubiquitin ligase complex,0.0
979,ERBB3:ERBB2 complex,0.0
980,ERBB4-EGFR complex,0.0
981,ERBB4-ERBB3 complex,0.0
982,ERBB4-ERBB4 complex,0.0
970,Epidermal lamellar body membrane,0.0
930,Endonuclear canal,0.0
932,Endopeptidase Clp complex,0.0
934,Endoplasmic reticulum,0.0
935,Endoplasmic reticulum chaperone complex,0.0
936,Endoplasmic reticulum cisternal network,0.0
937,Endoplasmic reticulum exit site,0.0
938,Endoplasmic reticulum lumen,0.0
939,Endoplasmic reticulum membrane,0.0
940,Endoplasmic reticulum palmitoyltransferase complex,0.0
941,Endoplasmic reticulum protein-containing complex,0.0
942,Endoplasmic reticulum quality control compartment,0.0
958,Endospore coat,0.0
944,Endoplasmic reticulum subcompartment,0.0
945,Endoplasmic reticulum tubular network,0.0
946,Endoplasmic reticulum tubular network membrane,0.0
947,Endoplasmic reticulum-endosome membrane contact site,0.0
948,Endoplasmic reticulum-Golgi intermediate compartment,0.0
949,Endoplasmic reticulum-Golgi intermediate compartment membrane,0.0
950,Endoplasmic reticulum-plasma membrane contact site,0.0
951,Endoplasmic reticulum-vacuole membrane contact site,0.0
953,Endosomal scaffold complex,0.0
955,Endosome lumen,0.0
956,Endosome membrane,0.0
957,Endosome to plasma membrane transport vesicle,0.0
943,Endoplasmic reticulum Sec complex,0.0
1228,Glyoxysomal membrane,0.0
1229,Glyoxysome,0.0
1230,GMP reductase complex,0.0
1231,GO:0000120,0.0
1232,GO:0000126,0.0
1233,GO:0000127,0.0
1234,GO:0000438,0.0
1235,GO:0000439,0.0
1236,GO:0000803,0.0
1237,GO:0000805,0.0
1238,GO:0000806,0.0
1095,Fc-alpha receptor I complex,0.0
1240,GO:0005667,0.0
1241,GO:0005668,0.0
1242,GO:0005669,0.0
1243,GO:0005672,0.0
1244,GO:0005673,0.0
1245,GO:0005674,0.0
1246,GO:0005675,0.0
1247,GO:0016513,0.0
1248,GO:0016581,0.0
1249,GO:0016602,0.0
1250,GO:0017053,0.0
1239,GO:0005623,0.0
1201,Glutamate synthase complex,0.0
1203,glutamate-tRNA ligase complex,0.0
1204,Glutamatergic postsynaptic density,0.0
1206,Glutaminase complex,0.0
1207,glutamyl-tRNA(Gln) amidotransferase complex,0.0
1208,Glutathione hydrolase complex,0.0
1209,Glutathione synthase complex,0.0
1210,glycerol-3-phosphate dehydrogenase complex,0.0
1211,Glycine cleavage complex,0.0
1212,Glycine reductase complex,0.0
1213,glycine-gated chloride channel complex,0.0
1227,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (G,0.0
1215,Glycinergic synapse,0.0
1217,Glycogen granule,0.0
1218,Glycolate oxidase complex,0.0
1219,Glycoprotein complex,0.0
1220,Glycoprotein Ib-IX-V complex,0.0
1221,Glycoprotein network,0.0
1222,Glycosome,0.0
1223,Glycosome lumen,0.0
1224,Glycosome membrane,0.0
1225,glycosylphosphatidylinositol-mannosyltransferase I complex,0.0
1226,glycosylphosphatidylinositol-mannosyltransferase II complex,0.0
1214,glycine-tRNA ligase complex,0.0
1280,GO:0140737,0.0
1281,GO:0140738,0.0
1282,GO:0160014,0.0
1283,GO:1990512,0.0
1284,GO:1990513,0.0
1285,GO:1990589,0.0
1286,GO:1990590,0.0
1287,GO:1990617,0.0
1288,GO:1990647,0.0
1289,GO:1990711,0.0
1290,GO:1990907,0.0
1251,GO:0017054,0.0
1292,Golgi apparatus,0.0
1293,Golgi apparatus subcompartment,0.0
1295,Golgi cis cisterna membrane,0.0
1296,Golgi cisterna,0.0
1297,Golgi cisterna membrane,0.0
1298,Golgi lumen,0.0
1299,Golgi medial cisterna,0.0
1300,Golgi medial cisterna membrane,0.0
1301,Golgi membrane,0.0
1303,Golgi to plasma membrane transport vesicle,0.0
1304,Golgi trans cisterna,0.0
1291,Goblet cell theca,0.0
1252,GO:0019185,0.0
1253,GO:0031975,0.0
1254,GO:0032444,0.0
1255,GO:0033276,0.0
1256,GO:0034718,0.0
1257,GO:0035189,0.0
1258,GO:0035976,0.0
1259,GO:0036488,0.0
1260,GO:0042603,0.0
1261,GO:0043657,0.0
1264,GO:0044464,0.0
1279,GO:0140720,0.0
1266,GO:0070369,0.0
1267,GO:0070443,0.0
1268,GO:0070721,0.0
1269,GO:0070847,0.0
1270,GO:0070860,0.0
1271,GO:0070985,0.0
1272,GO:0071144,0.0
1273,GO:0071943,0.0
1274,GO:0090571,0.0
1276,GO:0090576,0.0
1277,GO:0099053,0.0
1278,GO:0140552,0.0
1265,GO:0070176,0.0
1126,Flemming body,0.0
1127,Flotillin complex,0.0
1128,FMN reductase complex,0.0
1129,Focal adhesion,0.0
1130,follicle-stimulating hormone complex,0.0
1131,Food vacuole,0.0
1132,Foot layer,0.0
1133,Formate dehydrogenase complex,0.0
1134,formin-nucleated actin cable,0.0
1135,Free sarcoplasmic reticulum membrane,0.0
1136,FtsBL complex,0.0
1200,Glutamate dehydrogenase complex,0.0
1138,Fumarate reductase complex,0.0
1139,Fungal biofilm matrix,0.0
1140,fungal-type cell wall,0.0
1141,fungal-type vacuole,0.0
1142,fungal-type vacuole membrane,0.0
1143,Fusiform vesicle,0.0
1144,Fusome,0.0
1145,G protein-coupled GABA receptor complex,0.0
1146,G protein-coupled receptor complex,0.0
1147,G protein-coupled receptor dimeric complex,0.0
1148,G protein-coupled receptor heterodimeric complex,0.0
1137,FtsQBL complex,0.0
1097,Fc-gamma receptor I complex,0.0
1098,Fc-gamma receptor III complex,0.0
1100,Female germline ring canal,0.0
1101,Female germline ring canal inner rim,0.0
1102,Female pronucleus,0.0
1103,Ferredoxin hydrogenase complex,0.0
1104,ferredoxin-thioredoxin reductase complex,0.0
1105,Ferritin complex,0.0
1106,Ferroxidase complex,0.0
1107,Fertilization envelope,0.0
1108,FHF complex,0.0
1125,Flagellum attachment zone,0.0
1111,Fibrillary inclusion,0.0
1113,Fibronectin fibril,0.0
1114,fibronectin-tissue transglutaminase complex,0.0
1115,ficolin-1-rich granule,0.0
1116,ficolin-1-rich granule lumen,0.0
1117,ficolin-1-rich granule membrane,0.0
1119,Filiform apparatus,0.0
1120,Filopodium,0.0
1121,Filopodium membrane,0.0
1122,Filopodium tip,0.0
1123,Filtration diaphragm,0.0
1124,Flagella connector,0.0
1110,Fibrillar collagen trimer,0.0
1177,Generative cell nucleus,0.0
1178,Germ cell nucleus,0.0
1179,Germ plasm,0.0
1180,Germ tube,0.0
1181,Germinal vesicle,0.0
1182,Germline ring canal,0.0
1183,Gerontoplast,0.0
1184,GET complex,0.0
1185,Giant axon,0.0
1186,GID complex,0.0
1187,Gin4 complex,0.0
1149,G protein-coupled receptor homodimeric complex,0.0
1189,GLI-SUFU complex,0.0
1190,Glial cell projection,0.0
1191,Glial cytoplasmic inclusion,0.0
1192,Glial filament,0.0
1193,Glial limiting end-foot,0.0
1194,Glomerular endothelium fenestra,0.0
1195,Glucose transporter complex,0.0
1196,glucose-1-phosphate adenylyltransferase complex,0.0
1197,Glucosidase complex,0.0
1198,Glucosidase II complex,0.0
1199,Glutamate decarboxylase complex,0.0
1188,GINS complex,0.0
1150,G protein-coupled serotonin receptor complex,0.0
1151,G-protein beta/gamma-subunit complex,0.0
1153,GABA-A receptor complex,0.0
1154,GABA-ergic synapse,0.0
1155,GAIT complex,0.0
1156,Galectin complex,0.0
1157,Galectin lattice,0.0
1158,Gamma DNA polymerase complex,0.0
1159,gamma-catenin-TCF7L2 complex,0.0
1160,gamma-delta T cell receptor complex,0.0
1161,gamma-secretase complex,0.0
1176,Gemmule,0.0
1164,gamma-tubulin small complex,0.0
1165,Gap junction,0.0
1166,GARP complex,0.0
1167,Gas vesicle,0.0
1168,Gas vesicle shell,0.0
1169,GATOR1 complex,0.0
1170,GATOR2 complex,0.0
1171,GBAF complex,0.0
1172,GCH1 complex,0.0
1173,Gemin3-Gemin4-Gemin5 complex,0.0
1174,Gemin6-Gemin7-unrip complex,0.0
1175,Gemini of coiled bodies,0.0
1163,gamma-tubulin large complex,0.0
