gene,label
VANGL1,NE
HPCAL1,NE
DIRAS2,NE
CYB5R2,NE
KLHL2,NE
PPP1R1B,NE
SDR39U1,NE
TRAFD1,NE
MTHFS,NE
TBC1D8,NE
AKR7A2,NE
HVCN1,NE
ACADVL,NE
SCARF2,NE
GLRX,NE
SYCE3,NE
ACAD8,NE
TBC1D5,NE
ZNF814,NE
ZFP69B,NE
CRIP2,NE
NMRAL1,NE
RNFT2,NE
PCSK5,NE
SGSM1,NE
RD3,NE
PRKCH,NE
HEXB,NE
ABCG8,NE
FBXW5,NE
BCDIN3D,NE
JMJD7,NE
DPYSL4,NE
SLC25A23,NE
PLAT,NE
DENND2B,NE
ARHGEF16,NE
FMNL3,NE
FABP7,NE
GTSF1,NE
TNFSF13B,NE
SLC25A18,NE
C2CD3,NE
FOXR2,NE
FBN3,NE
ZNF699,NE
DRAM1,NE
MIPOL1,NE
ITGAX,NE
TRMT44,NE
DMRT3,NE
PLEKHM2,NE
HDHD3,NE
ANKRD10,NE
NEFM,NE
SEC22A,NE
STK32B,NE
ZBTB47,NE
PHRF1,NE
ENTHD1,NE
ATP9B,NE
RWDD3,NE
MYL10,NE
SDC3,NE
THPO,NE
MYO7B,NE
ZNF559,NE
TRIM16,NE
GSTM2,NE
RFX8,NE
SPPL3,NE
IL6,NE
NLRC4,NE
PRKD2,NE
IFI16,NE
ZNF624,NE
CFH,NE
FBXO2,NE
SLC25A40,NE
CCDC137,NE
CYP1A1,NE
NSL1,E
SNX9,NE
SYN1,NE
GSTM1,NE
ZNF853,NE
EVC,NE
RIMKLB,NE
SNX27,NE
AMDHD2,NE
KIF6,NE
TRIM60,NE
TCEANC2,NE
ZNF429,NE
RAPGEF2,NE
ZFP28,NE
ACTR3C,NE
UBXN11,NE
CABS1,NE
FHIP1A,NE
ZBTB21,NE
ALKBH7,NE
DMP1,NE
AGT,NE
CAMK2B,NE
CD74,NE
ATP8B3,NE
SELL,NE
MMP1,NE
ARFIP1,NE
CCDC85B,NE
TM9SF4,NE
ZNF155,NE
ZDHHC5,NE
IFNA2,NE
AGAP4,NE
DHRS13,NE
OSTM1,NE
ZNF749,NE
SLC16A3,NE
ATCAY,NE
SLC30A4,NE
ITGB1BP1,NE
SOCS6,NE
CD68,NE
FBXO44,NE
KCTD15,NE
LAMB2,NE
TRAM2,NE
KHDC4,NE
CYP46A1,NE
BOLA1,NE
CERT1,NE
PTAFR,NE
ZFHX4,NE
SULT1E1,NE
RHO,NE
MAP2,NE
RNF144B,NE
SERP1,NE
CCNJ,NE
RBMS3,NE
ZNF772,NE
LRP2BP,NE
CAVIN2,NE
CALCA,NE
MGAT5,NE
NOTUM,NE
ATP10A,NE
PACRG,NE
SLC8B1,NE
ZNF471,NE
FUT2,NE
ADORA2B,NE
TEKT2,NE
DNASE2,NE
EPHA7,NE
DNAJB8,NE
CDR2,NE
NRBF2,NE
MAB21L1,NE
SRD5A1,NE
PFKFB2,NE
ZNF383,NE
GMCL1,NE
PRDM12,NE
TTPA,NE
ZNF83,NE
STAM,NE
TNFRSF6B,NE
UTS2R,NE
DENND4C,NE
TF,NE
PFKFB1,NE
RANBP17,NE
BMAL2,NE
BTG4,NE
CYP2D6,NE
SLC9A7,NE
MINAR1,NE
EDAR,NE
TANK,NE
VAT1,NE
DOP1A,NE
DUSP21,NE
STEAP3,NE
DGKZ,NE
PALLD,NE
CAPN14,NE
SST,NE
KREMEN1,NE
FAM86C1P,NE
RNF114,NE
ALDH1L2,NE
ADORA2A,NE
ZNF134,NE
IL4R,NE
ISLR,NE
CLN3,NE
ZNF485,NE
BET1L,NE
LPGAT1,NE
SNX11,NE
SHISA5,NE
BRSK2,NE
TCAP,NE
DIRAS1,NE
TMEM241,NE
GORAB,NE
GGH,NE
PEX11B,NE
GDAP1,NE
ISLR2,NE
PREX1,NE
EFNB2,NE
SRL,NE
VTN,NE
FAM161A,NE
ACSM2A,NE
ADHFE1,NE
SERPINB6,NE
FAM120C,NE
INA,NE
SZRD1,NE
CENPM,E
BMP15,NE
WDR19,NE
COX6A2,NE
ATP11B,NE
ZIM3,NE
ZBTB5,NE
SMDT1,NE
DNAJC27,NE
ZNF805,NE
PP2D1,NE
NBEAL2,NE
LPP,NE
PUS7L,NE
RBM20,NE
CLGN,NE
SCN8A,NE
AIPL1,NE
ADH1A,NE
APH1A,NE
TROAP,NE
FBXO31,NE
RHNO1,NE
NPHS2,NE
SPSB2,NE
STAC3,NE
ZNF302,NE
STOML1,NE
USP17L17,NE
FZD5,NE
COL12A1,NE
ZNF816,NE
CMC2,NE
NT5DC1,NE
CEP104,NE
NKX2-2,NE
SLC35D1,NE
METTL23,NE
ZNF584,NE
DTX1,NE
SPART,NE
NOVA1,NE
ZNF713,NE
ACSM3,NE
TRAF3IP2,NE
SLC6A3,NE
ITGA3,NE
DAP,NE
HSD17B14,NE
PHAF1,NE
SFXN2,NE
PRKACG,NE
CAPN11,NE
PPFIA3,NE
PNKD,NE
MTX3,NE
WFS1,NE
NCKIPSD,NE
ZNF846,NE
ZNF483,NE
RBP5,NE
SPIN3,NE
FAAH2,NE
DDC,NE
ANKRA2,NE
SH2D3A,NE
MAGEA4,NE
C5orf22,NE
ZFYVE26,NE
PDE5A,NE
BLNK,NE
CCDC90B,NE
BAIAP2L1,NE
ZNF518B,NE
MAGI2,NE
FBXL8,NE
ENC1,NE
ETV3L,NE
GSX2,NE
BEX2,NE
COPRS,NE
HOXC6,NE
GNRH1,NE
KLRG2,NE
MPP3,NE
ZYG11A,NE
MYBPC2,NE
HAMP,NE
DHRS4L2,NE
RETREG3,NE
PRKD1,NE
SUN5,NE
COA1,NE
PROK2,NE
VAX2,NE
THY1,NE
EPB41,NE
EBF4,NE
GRAP2,NE
FAM111A,NE
ANKAR,NE
NUDT14,NE
MPV17,NE
MYLK2,NE
MMAB,NE
C11orf68,NE
SFRP2,NE
TXK,NE
ZNF527,NE
JOSD1,NE
ZNF596,NE
ATOH7,NE
FGR,NE
LRRD1,NE
GIPC1,NE
CGB8,NE
NPC1L1,NE
MGAT4B,NE
LRG1,NE
NEO1,NE
RAB24,NE
ZNF396,NE
ALDH16A1,NE
GCC1,NE
CHMP4C,NE
ARMC5,NE
PTGS1,NE
CRADD,NE
WDR73,NE
ZNF333,NE
SORT1,NE
ZKSCAN4,NE
BAIAP2,NE
DPYS,NE
ZNF267,NE
ELK1,NE
SERGEF,NE
AKR1C3,NE
BEND3,NE
DZIP1,NE
CAPN6,NE
LRRN1,NE
JSRP1,NE
ALPI,NE
PDCL2,NE
COL4A5,NE
APOBEC3D,NE
ZNF343,NE
SHBG,NE
OXR1,NE
TPCN2,NE
ATP1B1,NE
CCDC28B,NE
ZNF616,NE
VAMP4,NE
MYO1D,NE
BPNT2,NE
ARRDC2,NE
GMFG,NE
KCNV2,NE
EBF2,NE
ENTPD5,NE
SH3BP2,NE
ZNF844,NE
LIMS3,NE
CYP3A4,NE
ETFDH,NE
KLHL30,NE
ARHGAP39,NE
ANGPTL4,NE
HLA-A,NE
SDF2,NE
DHRS7,NE
KRT16,NE
SDS,NE
ZNF114,NE
RPH3A,NE
ZNF132,NE
UPK3A,NE
POLR3GL,NE
SPATA13,NE
PXMP2,NE
NPR1,NE
NPTX2,NE
RXFP2,NE
TMOD1,NE
MIGA2,NE
HES7,NE
SLC12A2,NE
DXO,NE
CSRP3,NE
SPICE1,NE
AMOT,NE
CD59,NE
RALGAPA1,NE
GDPD4,NE
AGAP5,NE
HOXC5,NE
GJB1,NE
TRPC4AP,NE
KCTD9,NE
LPCAT3,NE
SNED1,NE
LRATD2,NE
METRNL,NE
CERS1,NE
PCSK4,NE
SAMD10,NE
CAMSAP3,NE
ARV1,NE
ACYP1,NE
ZNF529,NE
EPS8,NE
ZUP1,NE
ZNF891,NE
SYNPO,NE
PSTPIP1,NE
LRRC14,NE
ADAMTS5,NE
ZSCAN20,NE
DNAJC5G,NE
HEPH,NE
RCN3,NE
CRLF1,NE
ZBTB37,NE
VEGFC,NE
KBTBD4,NE
RAB3GAP2,NE
OPTC,NE
CH25H,NE
ITPRIPL2,NE
AP4M1,NE
EXOC3L1,NE
WASF1,NE
SEPTIN14,NE
TICAM1,NE
KLK3,NE
WFDC1,NE
SERPINA1,NE
SYCE1,NE
CXCL16,NE
KLHL12,NE
BLTP3B,NE
TNS4,NE
SAT1,NE
EVX1,NE
SKAP1,NE
HORMAD2,NE
REPS1,NE
ZNF69,NE
TMCC3,NE
DLX1,NE
OOEP,NE
ZNF548,NE
GP9,NE
CYP8B1,NE
PLCD4,NE
MKLN1,NE
NAB1,NE
CCM2L,NE
SULF1,NE
WASF3,NE
STX11,NE
PSENEN,NE
MICAL3,NE
CCDC92,NE
ZNF630,NE
ODAD1,NE
ABCC4,NE
SOCS4,NE
PDILT,NE
PHKG1,NE
MMP13,NE
YPEL3,NE
NKX2-8,NE
RAB42,NE
CTSS,NE
TEX30,NE
N4BP2,NE
ZIK1,NE
CLN6,NE
PHLDB1,NE
CELF4,NE
KLHL14,NE
DYNLT2B,NE
PKD2,NE
CNDP1,NE
ACTRT2,NE
TTC38,NE
ZNF75D,NE
RHBDF1,NE
FNIP2,NE
THUMPD2,NE
CD36,NE
ABCB5,NE
TWF2,NE
PAPLN,NE
KCNS2,NE
ZDHHC11,NE
BBC3,NE
FLRT3,NE
PPT2,NE
FAM120A2P,NE
SDCBP,NE
KCTD1,NE
PIMREG,NE
KNG1,NE
ZNRF4,NE
ZNF714,NE
HHIPL1,NE
TTYH3,NE
ZNF154,NE
SMPD2,NE
JPH1,NE
DRD1,NE
ZNF195,NE
WDR49,NE
VKORC1,NE
TRPT1,NE
CSGALNACT2,NE
TRIM36,NE
EQTN,NE
KCNA2,NE
MAST4,NE
ENOX2,NE
NDUFB1,NE
ST3GAL4,NE
IFNGR2,NE
LRRIQ4,NE
ZNF430,NE
PHKG2,NE
SERPINB1,NE
RNF144A,NE
ENTPD2,NE
TCP10L,NE
SLC11A1,NE
ACOX2,NE
CREG1,NE
PCYOX1,NE
DCUN1D4,NE
RNF13,NE
CTSG,NE
NEK5,NE
NLRP4,NE
CRAT,NE
JAKMIP1,NE
SAG,NE
NHERF2,NE
PRELP,NE
RP9,NE
TPGS2,NE
OAZ2,NE
GORASP1,NE
ADARB2,NE
PTHLH,NE
MAN1C1,NE
MAP1A,NE
HECA,NE
ZNF688,NE
FUT11,NE
MBD6,NE
MYT1L,NE
ZFPM2,NE
CD14,NE
CALML6,NE
SPSB3,NE
ZNF600,NE
ACSBG1,NE
RERG,NE
CNPY2,NE
RALGPS1,NE
SFMBT1,NE
FBLN1,NE
GPC1,NE
DNASE1L1,NE
SYNGR3,NE
TBX18,NE
DENND6A,NE
SLC39A1,NE
FAM133B,NE
REPS2,NE
VANGL2,NE
GOLGB1,NE
VCF1,NE
KNOP1,NE
ANKMY2,NE
ZNF510,NE
AANAT,NE
RTL1,NE
TBC1D22B,NE
ATG16L2,NE
PTP4A3,NE
PITPNM2,NE
DGCR6,NE
RFNG,NE
NID2,NE
RLBP1,NE
TAPT1,NE
CAPN13,NE
SLC25A30,NE
CCN6,NE
CHIC1,NE
GDF1,NE
SH3YL1,NE
F2RL1,NE
TRPA1,NE
TMEM222,NE
B3GNT6,NE
ALPP,NE
MME,NE
SCAI,NE
NCCRP1,NE
CTAG1B,NE
EVL,NE
USP54,NE
C11orf58,NE
FUZ,NE
UPP2,NE
DYNC2I1,NE
KRT10,NE
TNNC1,NE
SCRN2,NE
ELAPOR1,NE
TXNDC2,NE
DLC1,NE
NYNRIN,NE
DYM,NE
SIPA1L2,NE
SLC30A1,NE
HLA-DQA1,NE
PTGR3,NE
CELF6,NE
DPP8,NE
CORO7,NE
FN3KRP,NE
GPAM,NE
LRRC43,NE
SULT2A1,NE
TFAP2E,NE
HK3,NE
PICK1,NE
CD86,NE
AMMECR1,NE
ZFAND6,NE
RBM46,NE
RILPL2,NE
DACH2,NE
FAM91A1,NE
LRFN2,NE
C2orf49,NE
FABP1,NE
NEURL1B,NE
CITED4,NE
RASEF,NE
KCNG4,NE
MFSD1,NE
LMBRD1,NE
TOGARAM1,NE
FKTN,NE
TSNARE1,NE
HLA-B,NE
TRAPPC1,E
NEFH,NE
GSTM4,NE
DGAT2,NE
EREG,NE
RNF141,NE
YIPF6,NE
SOAT2,NE
APOBEC2,NE
PCSK1,NE
RSBN1L,NE
KCNS1,NE
MPZ,NE
MOAP1,NE
MLNR,NE
DYNLT2,NE
FAM117B,NE
DMRTB1,NE
BTD,NE
SCGN,NE
STX3,NE
ALDH3B2,NE
ATAT1,NE
ZNF502,NE
ADAMTS7,NE
STK33,NE
STX17,NE
ZNF677,NE
AGPAT4,NE
WIPF1,NE
GNA15,NE
ACSS3,NE
LYRM2,NE
RPH3AL,NE
VEGFB,NE
VAV2,NE
HOOK1,NE
ZNF570,NE
CCDC74B,NE
NOMO3,NE
RNF39,NE
HES2,NE
B3GALNT2,NE
GAB4,NE
ARHGAP28,NE
ZMYND19,NE
KCNB2,NE
NEUROD4,NE
DEF8,NE
CPNE1,NE
ITFG1,NE
R3HDM4,NE
TAF1C,E
IQSEC1,NE
RIBC1,NE
PRR5,NE
SLC25A24,NE
PPFIBP1,NE
ZC3HAV1L,NE
ZNF528,NE
PADI4,NE
SERPINA5,NE
MYOZ3,NE
SLC15A4,NE
GOLM1,NE
ZNF280D,NE
FEZ2,NE
ATG4A,NE
PATL2,NE
RBM43,NE
TMLHE,NE
ZNF117,NE
TMEM161B,NE
FBXW2,NE
FCSK,NE
HMGXB4,NE
LRRIQ1,NE
NECAP2,NE
ANKEF1,NE
TULP1,NE
BSPRY,NE
SNX30,NE
CFC1,NE
LRIT3,NE
ABCC10,NE
CA3,NE
ZBTB7C,NE
FGF10,NE
AMPD3,NE
TNNI2,NE
AFMID,NE
CABP4,NE
SPATC1,NE
AMT,NE
GFOD2,NE
TP53AIP1,NE
INHA,NE
MAN2C1,NE
CYBA,NE
PKNOX2,NE
TBC1D32,NE
MAL,NE
KIF12,NE
C19orf12,NE
MUC4,NE
APH1B,NE
OVCA2,NE
PKP4,NE
TAMALIN,NE
NMI,NE
ACSBG2,NE
RGS12,NE
ABHD12,NE
CABP5,NE
ATXN3L,NE
EXOC6B,NE
PSTPIP2,NE
ZNF334,NE
MPP1,NE
ZNF257,NE
CA5A,NE
LINGO1,NE
PLTP,NE
MAP4K1,NE
NAV2,NE
SORL1,NE
PDGFD,NE
CCDC6,NE
TFPI2,NE
ZBTB20,NE
AP4S1,NE
A1BG,NE
PAK3,NE
IRF5,NE
GTF2IRD2B,NE
TMEM9B,NE
LTA,NE
ANG,NE
LHB,NE
FAT4,NE
GNG5,NE
APLP1,NE
TCTN1,NE
RMC1,NE
PLEKHG5,NE
PREPL,NE
LRRC8C,NE
CTRL,NE
CREB3L4,NE
FGFRL1,NE
PARD3B,NE
ZNF547,NE
CLN5,NE
BABAM1,NE
ARMC2,NE
PLEKHM1,NE
C3,NE
IL15,NE
SLC13A5,NE
CHGA,NE
AMOTL1,NE
BCAS3,NE
MAP7,NE
LCAT,NE
DPY19L4,NE
COMMD4,NE
LRRC61,NE
COLEC11,NE
UTS2,NE
IER5L,NE
TESC,NE
GJD4,NE
HBQ1,NE
PPM1N,NE
BPNT1,NE
STX1B,NE
SPNS2,NE
GRHL3,NE
RSPO2,NE
VENTX,NE
SRI,NE
EDNRA,NE
KRT81,NE
SEC16B,NE
OLIG1,NE
PLIN1,NE
ELK3,NE
VAMP1,NE
CMBL,NE
ARL6IP5,NE
FAM20B,NE
LDHD,NE
THBS2,NE
HAUS8,E
LOXL3,NE
NPHS1,NE
CES1,NE
ADCY3,NE
RBFOX1,NE
EGFL8,NE
GATM,NE
VASH1,NE
GZMM,NE
SPIN2B,NE
PDLIM4,NE
KIAA0319,NE
INPP5K,NE
SPEF2,NE
UFL1,NE
MMP8,NE
CHST11,NE
TIGD6,NE
CHIA,NE
SLC25A41,NE
SDK2,NE
ZNF318,NE
ZNF665,NE
IFT27,NE
LRRC4B,NE
TRIM44,NE
EFHB,NE
RAB3B,NE
ZNF619,NE
SPRY4,NE
LCA5,NE
SERINC3,NE
RNF170,NE
CHRNG,NE
DUSP18,NE
TMX2,E
BMX,NE
TAPBP,NE
CAMTA2,NE
PLGRKT,NE
ASGR1,NE
CROT,NE
EVC2,NE
MCF2,NE
TMEM97,NE
ARHGEF11,NE
YIPF5,NE
UNC13B,NE
AARSD1,NE
FBLIM1,NE
SEC14L2,NE
TMEM129,NE
NT5DC2,NE
PTPN21,NE
GNAI2,NE
MXRA8,NE
TPD52L1,NE
AUNIP,NE
KATNIP,NE
C19orf47,NE
TRIM16L,NE
MSRB2,NE
MATN4,NE
GPX6,NE
SIGLEC1,NE
CYP20A1,NE
NAT8,NE
ENTR1,NE
KCNIP3,NE
VWA1,NE
DYSF,NE
F7,NE
FERMT3,NE
ARHGAP17,NE
HP,NE
SPATA4,NE
TYRP1,NE
TBC1D10C,NE
MYOT,NE
APPL2,NE
ARSG,NE
LRRC17,NE
MTFP1,NE
SYNPO2,NE
SPRYD3,NE
SLC17A5,NE
ADAD1,NE
CCDC113,NE
CSF3R,NE
AIP,NE
KLHL10,NE
ODF2L,NE
RNF223,NE
TPCN1,NE
NIN,NE
LRRC37A3,NE
POMGNT1,NE
HMGCS2,NE
ABAT,NE
GUCY1B1,NE
MMP11,NE
AFF3,NE
CRELD2,NE
GPX8,NE
DTX3L,NE
HSD3B1,NE
ZNF223,NE
TMEM63A,NE
RBPJL,NE
MIGA1,NE
CYBB,NE
BACE2,NE
KLHL20,NE
FLRT1,NE
TMBIM4,NE
FAM8A1,NE
DSEL,NE
CYP7B1,NE
COL4A2,NE
ABCB4,NE
ANKRD13B,NE
TMEM38A,NE
PPP1R3A,NE
FSHB,NE
IL1R1,NE
CPXM1,NE
CATSPER4,NE
ARHGEF5,NE
FBXL2,NE
TPH2,NE
ZNF843,NE
RASGRF2,NE
MORC4,NE
TSGA10,NE
SGCB,NE
COMMD6,NE
SERPINE2,NE
ZNF799,NE
B3GAT3,NE
TXNDC15,NE
TBC1D13,NE
TIGD4,NE
KRT12,NE
SESN3,NE
SORBS2,NE
TNFAIP8L1,NE
ACYP2,NE
PPP1R3G,NE
RNF149,NE
AMDHD1,NE
FUT4,NE
SH2B3,NE
ACOT12,NE
LRRC3,NE
AGBL3,NE
APOA5,NE
JKAMP,NE
SULF2,NE
SLC6A4,NE
CYP4V2,NE
LARP4B,NE
DEFB103A,NE
RIPK3,NE
RFPL4B,NE
RASAL1,NE
HSD3B7,NE
OSBPL6,NE
NKX1-2,NE
DHRS7B,NE
ARHGAP9,NE
TTLL2,NE
SNX24,NE
DCLK1,NE
MAN1A2,NE
ABTB3,NE
FAXDC2,NE
SLC52A2,NE
SNTA1,NE
LRRTM4,NE
CHRNB1,NE
RNF32,NE
C1orf50,NE
LY6E,NE
DDAH1,NE
INIP,NE
GAD2,NE
SIX3,NE
CEP170,NE
ACAD11,NE
ZSWIM2,NE
ABHD16A,NE
NTN4,NE
SH3GL2,NE
LRP4,NE
ABHD14B,NE
KDM4E,NE
TNKS1BP1,NE
QSOX2,NE
HRC,NE
MGST1,NE
LANCL1,NE
NLRP5,NE
DEFB103B,NE
IQCG,NE
NLRC5,NE
TNFAIP8,NE
TNFRSF10C,NE
BOK,NE
ZSCAN29,NE
YAE1,E
KYNU,NE
LRFN5,NE
MIA3,NE
ERP27,NE
CCN5,NE
LZTS2,NE
A1CF,NE
CFP,NE
SPTA1,NE
DEGS1,NE
SLC18A3,NE
PPFIBP2,NE
CR2,NE
CLIC3,NE
MEST,NE
ATP2B3,NE
MPP4,NE
LIFR,NE
B4GALNT2,NE
BASP1,NE
NPPA,NE
AIF1,NE
ESYT2,NE
DLG2,NE
SELE,NE
MTFR1,NE
IFT20,NE
RASGRP1,NE
GPC4,NE
HS6ST1,NE
NLRP2,NE
S1PR2,NE
ODAD2,NE
SLC9A8,NE
TPO,NE
OSGIN2,NE
KIAA1586,NE
TIGD7,NE
TRIM40,NE
MAGEA1,NE
RABEP2,NE
ABCC11,NE
ARMC1,NE
RNASE1,NE
TMEM38B,NE
TPGS1,NE
CDON,NE
FOCAD,NE
CYGB,NE
EMC10,NE
GSTA1,NE
TP53I3,NE
CSAD,NE
GPAA1,NE
NUDT15,NE
FRMD6,NE
C15orf40,NE
CYP7A1,NE
ASB15,NE
SLC47A2,NE
CYP11B2,NE
SYN3,NE
COL4A4,NE
PDE8A,NE
C6orf89,NE
CCDC88C,NE
PDE8B,NE
SLC30A5,NE
DMGDH,NE
KCTD3,NE
SOSTDC1,NE
POLD4,NE
TFF2,NE
DYNLRB2,NE
GPX3,NE
CAV3,NE
BLK,NE
PTPRJ,NE
KCNAB1,NE
ZNF287,NE
LGALS8,NE
RNF150,NE
STRA6,NE
GSDMA,NE
GRINA,NE
ADCY7,NE
TCP10L2,NE
ZNF230,NE
FAM53A,NE
IL2RB,NE
MNS1,NE
HSPB6,NE
CHSY1,NE
RIMKLA,NE
AHSG,NE
MTMR12,NE
PNPLA3,NE
BMP8A,NE
ACD,NE
TBC1D9,NE
FBXW10,NE
WDFY4,NE
ARHGEF6,NE
ERAP1,NE
ZPBP2,NE
STIM1,NE
RNF208,NE
UBE2Q1,NE
ASXL3,NE
METTL6,NE
BMP10,NE
GOLIM4,NE
NUCKS1,NE
GRIP1,NE
TSPAN3,NE
BCHE,NE
MBD3L2,NE
MAG,NE
SIPA1L3,NE
GHR,NE
TMCO3,NE
LRRTM1,NE
CPLANE1,NE
HSD17B1,NE
ANKRD13C,NE
BHMT,NE
ARL14EP,NE
INPP5J,NE
RIC8A,NE
FBXO21,NE
LYPLA2,NE
KRTAP2-4,NE
SBK1,NE
RANGRF,NE
CEL,NE
TSPAN5,NE
AGTR1,NE
DRD4,NE
LRRC37A2,NE
AGMO,NE
CRYBA1,NE
ASTE1,NE
USPL1,E
CTAG2,NE
DNAAF10,E
EPYC,NE
PLEKHF2,NE
RABAC1,NE
BLVRB,NE
TRIML2,NE
F12,NE
SCGB1A1,NE
XPR1,NE
PLCE1,NE
HS3ST3A1,NE
COL23A1,NE
TECRL,NE
MOSPD3,NE
FBLN5,NE
CCDC28A,NE
B3GNT9,NE
TCEAL8,NE
CACNA1S,NE
TMED8,NE
MSRB3,NE
DHRS4,NE
RNF182,NE
PHEX,NE
FHL3,NE
SACS,NE
TMEM256,NE
SH2B1,NE
GBA2,NE
QPCT,NE
NRM,NE
CERCAM,NE
SGPP2,NE
PSAP,NE
BDH1,NE
F2R,NE
ZDHHC20,NE
NPR3,NE
CTNNA2,NE
NDUFA3,NE
LTBP1,NE
GOPC,NE
NTF3,NE
COG6,NE
ARAP3,NE
KCNA4,NE
LCLAT1,NE
LRRCC1,NE
FHL1,NE
RDH12,NE
ACOXL,NE
ALKBH4,NE
CD55,NE
BEND4,NE
TSC22D4,NE
KCTD10,NE
PGAP2,NE
ADRA2A,NE
TARM1,NE
LSR,NE
NXN,NE
ZNF860,NE
KRBOX5,NE
HYKK,NE
AGAP6,NE
SLC7A11,NE
WDR41,NE
CSGALNACT1,NE
ZSCAN30,NE
PRM2,NE
THAP5,NE
DLK2,NE
SERINC1,NE
ST6GAL1,NE
ALOX5,NE
KIF9,NE
SEMA5A,NE
NUAK1,NE
PTPRG,NE
FASTKD1,NE
DCAF12L1,NE
ALDH8A1,NE
MFSD3,NE
ZNF30,NE
TNFRSF11A,NE
CYP26C1,NE
SDR42E1,NE
MTHFSD,NE
DKK2,NE
CHPF,NE
OAZ3,NE
TJAP1,NE
CACNA1H,NE
TMEM127,NE
ADAM9,NE
GPLD1,NE
RHD,NE
SNX32,NE
RENBP,NE
TXNDC8,NE
UCN,NE
CACNA1D,NE
ZNF671,NE
ZNF705D,NE
CYP2B6,NE
ZNF780B,NE
PDZD7,NE
FBXO17,NE
CUTC,NE
NPAS3,NE
TDO2,NE
ECE1,NE
ALOXE3,NE
ADAMTS9,NE
CYP24A1,NE
KL,NE
KREMEN2,NE
GFRA3,NE
ARHGEF26,NE
STRADB,NE
GGN,NE
SEMA4D,NE
TSHZ2,NE
NKD2,NE
THEM4,NE
SLC23A2,NE
ATP1A3,NE
MYO3A,NE
CRH,NE
UBXN2B,NE
SLC35B2,NE
G6PC2,NE
LOXL4,NE
GALNS,NE
PTPN13,NE
AEBP1,NE
TNFAIP6,NE
URB2,E
GNPAT,NE
BBS9,NE
GNB3,NE
CARNS1,NE
SPIB,NE
ABCC8,NE
NLRX1,NE
TRIM47,NE
RGL3,NE
ACADL,NE
PLEKHG3,NE
CHRNA3,NE
KY,NE
CENATAC,E
UROC1,NE
ZNF571,NE
CABP1,NE
GJD3,NE
MVB12A,NE
SLC35A2,NE
STK16,NE
SMPD1,NE
ATP13A4,NE
PHLDA1,NE
MST1,NE
MUC5B,NE
NUDT16,NE
BEND7,NE
MGST3,NE
TPRX1,NE
IL16,NE
TNFRSF11B,NE
ATP6AP1,E
CHIC2,NE
NAT9,NE
LAMA1,NE
ZNF676,NE
TMEM67,NE
MVB12B,NE
MBD3L5,NE
FGF5,NE
DPYSL5,NE
CAPZA3,NE
NT5C3B,NE
SCARA3,NE
CPE,NE
ENPEP,NE
HERPUD2,NE
AGXT2,NE
VAMP7,NE
KRT72,NE
MAGEC2,NE
ARSB,NE
ABCB8,NE
SERHL2,NE
OSBPL3,NE
DNAAF3,NE
GLG1,NE
CTIF,NE
CDH4,NE
NUDT9,NE
RAB3A,NE
KLHL22,NE
IQSEC2,NE
TTLL5,NE
CAMK4,NE
NAPSA,NE
GSDMD,NE
ZNF215,NE
EGFLAM,NE
UNC13D,NE
ZSWIM6,NE
INAVA,NE
PLIN4,NE
PRKCG,NE
MARCHF11,NE
RTN1,NE
CD5,NE
UBTD2,NE
NOXRED1,NE
KIRREL1,NE
ASIC1,NE
CXCR3,NE
SLC30A8,NE
LMOD1,NE
PROX2,NE
EXO5,NE
INHBA,NE
SFRP4,NE
LMCD1,NE
TENT5D,NE
BMERB1,NE
ACSL5,NE
SLC25A27,NE
GPALPP1,NE
SPATA7,NE
CIB2,NE
TMEM33,NE
PCYOX1L,NE
CEP20,NE
PLXNB2,NE
FGD3,NE
FAM53B,NE
MLPH,NE
KRT6A,NE
ABLIM1,NE
ZNF774,NE
GPHA2,NE
DCAF12,NE
ACSM1,NE
ADNP2,NE
CEP78,NE
CYB5RL,NE
ST7,NE
ANTXR1,NE
RFXANK,NE
POU3F3,NE
LRRC8B,NE
C10orf67,NE
ACSL6,NE
DCBLD1,NE
NCDN,NE
CASS4,NE
EMX1,NE
ITGB1BP2,NE
SPARC,NE
NKX6-2,NE
VAMP2,NE
CYP27B1,NE
NMNAT2,NE
DENND1A,NE
PFN4,NE
FAM174C,NE
MYOF,NE
EID1,NE
CRABP2,NE
SLC50A1,NE
TSHZ3,NE
SYTL3,NE
CCDC102A,NE
KRT20,NE
PLEKHG6,NE
OXLD1,NE
ZNF81,NE
HPCA,NE
MATN1,NE
MARCKSL1,NE
TLDC2,NE
MOB3B,NE
FADS3,NE
NINJ1,NE
APOBEC3C,NE
TCL1B,NE
TMUB1,NE
PLXNA1,NE
AP1G2,NE
SGCA,NE
DYNC2LI1,NE
CABP2,NE
FAM9A,NE
KLHL18,NE
CFAP298,E
FRAS1,NE
COL7A1,NE
IQCE,NE
CCNDBP1,NE
CCHCR1,NE
LMLN,NE
FRMD1,NE
CELF3,NE
CAPS2,NE
RASSF4,NE
DPYSL3,NE
BTBD16,NE
ZNF189,NE
ALPG,NE
TNNI1,NE
DAND5,NE
MFSD12,NE
PDE4B,NE
ZNF540,NE
CHAC1,NE
DGKD,NE
FREM2,NE
CACNA1C,NE
SCEL,NE
ZNF277,NE
ZNF280A,NE
CYTH4,NE
ARHGEF37,NE
